title,link,author,date_str
"Константин Тренёв: автор пьесы, которую 28 раз смотрел Сталин",https://ukraina.ru/20250602/1031532832.html,Дмитрий Губин,"2 июня, 08:00"
"""Приключения Петрова и Васечкина"". Как фамилия Андропова спасла культовый фильм советских детей",https://ukraina.ru/20250601/1046763966.html,Алексей  Стаценко,"1 июня, 16:27"
"""Вокруг Булгакова"": соблазнение Маргариты",https://ukraina.ru/20250601/vokrug-bulgakova-soblaznenie-margarity-1063527509.html,Василий  Стоякин,"1 июня, 12:00"
"«С хама не будет пана». Как лучшие люди России выкупили Тараса Шевченко, и чем он за это отплатил",https://ukraina.ru/20250601/1031527918.html,Григорий Богоявленский,"1 июня, 08:01"
Константин Паустовский: конкурент Шолохова в борьбе за Нобелевскую премию,https://ukraina.ru/20250531/1023745465.html,Василий  Стоякин,"31 мая, 16:00"
Фотоальбом Победы: Минометчик младший сержант Николай Поликарпов на огневой позиции под Киевом,https://ukraina.ru/20250531/fotoalbom-pobedy-minometchik-mladshiy-serzhant-nikolay-polikarpov-na-ognevoy-pozitsii-pod-kievom-1063239542.html,Сергей Зуев,"31 мая, 08:08"
Легенды и мифы древнего Киева. Или не такого уж и древнего,https://ukraina.ru/20250531/1032584907.html,Василий  Стоякин,"31 мая, 08:00"
Речь Посполитая как почти идеальное государство. Кто придумал идею украинского мессианства,https://ukraina.ru/20250530/rech-pospolitaya-kak-pochti-idealnoe-gosudarstvo-kto-pridumal-ideyu-ukrainskogo-messianstva-1063527195.html,Игорь  Иваненко,"30 мая, 16:00"
Как Бессарабия стала полноценной частью России,https://ukraina.ru/20250530/1046023205.html,Игорь  Иваненко,"30 мая, 08:00"
"""Один шанс из тысячи"": как Тарковский в Одессе свои финансы поправлял",https://ukraina.ru/20250529/odin-shans-iz-tysyachi-kak-tarkovskiy-v-odesse-svoi-finansy-popravlyal-1063496797.html,Алексей  Стаценко,"29 мая, 15:59"
"Гибель Византии и ""Ротшильды"" XV века",https://ukraina.ru/20250529/gibel-vizantii-i-rotshildy-xv-veka-1063476140.html,Игорь  Иваненко,"29 мая, 08:00"
Донецкий университет: не национальный и без Стуса,https://ukraina.ru/20250528/1023720185.html,Олег Измайлов,"28 мая, 16:00"
Армяне и Богдан Хмельницкий,https://ukraina.ru/20250528/1027823642.html,Кирилл  Ксенофонтов,"28 мая, 08:01"
Андреевская церковь: символ имперского Киева,https://ukraina.ru/20250527/1023662362.html,Василий  Стоякин,"27 мая, 16:00"
Бендерское восстание: белые и красные против интервентов,https://ukraina.ru/20250527/1023694846.html,Игорь  Иваненко,"27 мая, 08:00"
"Фотоальбом Победы: бригада братьев Зайцевых в Одессе ремонтирует танки БТ, уходящие на фронт",https://ukraina.ru/20250527/fotoalbom-pobedy-brigada-bratev-zaytsevykh-v-odesse-remontiruet-tanki-bt-ukhodyaschie-na-front-1063338025.html,Сергей Зуев,"27 мая, 03:18"
Валериан Осинский: первый террорист Российской империи,https://ukraina.ru/20250526/1031465988.html,Евгений  Антонюк,"26 мая, 16:00"
"""Маленький сталинчик"" украинской советской литературы: 120 лет Александру Корнейчуку",https://ukraina.ru/20250526/1027775917.html,Дмитрий Губин,"26 мая, 08:00"
Фотоальбом Победы: начальник штаба соединения партизанских отрядов Сумской области Василий Войцехович,https://ukraina.ru/20250526/fotoalbom-pobedy-nachalnik-shtaba-soedineniya-partizanskikh-otryadov-sumskoy-oblasti-vasiliy-1063293873.html,Сергей Зуев,"26 мая, 04:51"
"Стрелецкий бунт 1682 года против ""регулярства"". Как Россия создавала регулярную армию",https://ukraina.ru/20250525/streletskiy-bunt-1682-goda-protiv-regulyarstva-kak-rossiya-sozdavala-regulyarnuyu-armiyu-1063392751.html,Игорь  Иваненко,"25 мая, 16:00"
Фотоальбом Победы: Полтавско-Кременчугская операция войск Степного фронта,https://ukraina.ru/20250525/fotoalbom-pobedy-poltavsko-kremenchugskaya-operatsiya-voysk-stepnogo-fronta-1063361943.html,Сергей Зуев,"25 мая, 10:21"
Украинская делегация на Съезде народных депутатов СССР: от красно-коричневых до красно-чёрных,https://ukraina.ru/20250525/ukrainskaya-delegatsiya-na-sezde-narodnykh-deputatov-sssr-ot-krasno-korichnevykh-do-krasno-chrnykh--1063382801.html,Олег Хавич,"25 мая, 08:00"
"Крымские походы: СВО, закончившаяся неудачей, но достигшая целей",https://ukraina.ru/20250524/1046424920.html,Василий  Стоякин,"24 мая, 16:00"
"Фотоальбом Победы: немецкий солдат-перебежчик, антифашист Альфред Лискоф",https://ukraina.ru/20250524/fotoalbom-pobedy-nemetskiy-soldat-perebezhchik-antifashist-alfred-liskof-1063367273.html,Сергей Зуев,"24 мая, 09:26"
Украинский конгрессовый комитет Америки: русофобы с момента основания,https://ukraina.ru/20250524/ukrainskiy-kongressovyy-komitet-ameriki-rusofoby-s-momenta-osnovaniya-1063371153.html,Олег Хавич,"24 мая, 08:00"
"Новороссийский ""Голливуд"" у Чёрного моря",https://ukraina.ru/20250523/novorossiyskiy-gollivud-u-chrnogo-morya-1063364733.html,Алексей  Стаценко,"23 мая, 16:00"
"Исторический миф. ""Хто такі українці і чого вони хочуть"". История Украины по Грушевскому",https://ukraina.ru/20250523/istoricheskiy-mif-khto-tak-ukrants--chogo-voni-khochut-istoriya-ukrainy-po-grushevskomu-1062903239.html,Василий  Стоякин,"23 мая, 08:00"
Фотоальбом Победы: командующий войсками 1-го Украинского фронта генерал армии Николай Федорович Ватутин,https://ukraina.ru/20250523/fotoalbom-pobedy-komanduyuschiy-voyskami-1-go-ukrainskogo-fronta-general-armii-nikolay-fedorovich-1063336105.html,Сергей Зуев,"23 мая, 05:37"
"Основатель Москвы, похороненный в Киеве",https://ukraina.ru/20250522/1044927359.html,Василий  Стоякин,"22 мая, 16:01"
Фотоальбом Победы: Герои Советского Союза Петр Вершигора и Давид Бакрадзе,https://ukraina.ru/20250522/fotoalbom-pobedy-geroi-sovetskogo-soyuza-petr-vershigora-i-david-bakradze-1063333916.html,Сергей Зуев,"22 мая, 15:46"
"Фотоальбом Победы: Ефим Пушкин, генерал-майор танковых войск, герой обороны, освобождения Днепропетровска",https://ukraina.ru/20250522/fotoalbom-pobedy-efim-pushkin-general-mayor-tankovykh-voysk-geroy-oborony-osvobozhdeniya-1063325891.html,Сергей Зуев,"22 мая, 12:57"
Петлюра и революция,https://ukraina.ru/20250522/1046400233.html,Евгений  Антонюк,"22 мая, 08:00"
Фотоальбом Победы: Знаменная группа Кубанского казачьего кавалерийского корпуса генерала Иссы Плиева,https://ukraina.ru/20250522/fotoalbom-pobedy-znamennaya-gruppa-kubanskogo-kazachego-kavaleriyskogo-korpusa-generala-issy-plieva-1063295315.html,Сергей Зуев,"22 мая, 05:23"
"Львовский автобусный завод: 80 лет, которые некому отмечать",https://ukraina.ru/20250521/1029709429.html,Олег Хавич,"21 мая, 16:00"
"Фотоальбом Победы: Роберт Клейн - командир разведки, помощник начштаба Украинской партизанской дивизии",https://ukraina.ru/20250521/fotoalbom-pobedy-robert-kleyn---komandir-razvedki-pomoschnik-nachshtaba-ukrainskoy-partizanskoy-1063235078.html,Сергей Зуев,"21 мая, 10:33"
Как Хрущёв едва не расширил Украину за счёт Румынии,https://ukraina.ru/20250521/1027582293.html,Игорь  Иваненко,"21 мая, 08:40"
Жизнь и смерть одного кошевого. Как Кость Гордиенко с Россией воевал,https://ukraina.ru/20250521/1046392490.html,Алексей  Стаценко,"21 мая, 08:00"
20 мая - день основания Екатеринослава. Один из,https://ukraina.ru/20250520/1023623367.html,Дмитрий Губин,"20 мая, 16:00"
"Фотоальбом Победы: генерал, командир 1-го Чехословацкого армейского корпуса Людвик Свобода",https://ukraina.ru/20250520/fotoalbom-pobedy-general-komandir-1-go-chekhoslovatskogo-armeyskogo-korpusa-lyudvik-svoboda--1063236783.html,Сергей Зуев,"20 мая, 13:02"
Рождённый американским разведчиком. Как советский украинец в армии США с нацистами воевал,https://ukraina.ru/20250520/1029536267.html,Алексей  Стаценко,"20 мая, 08:28"
"Анна Русская или Ганна Киевская? Что мы знаем о дочери Ярослава Мудрого, ставшей королевой Франции",https://ukraina.ru/20250520/1031414553.html,Алексей  Стаценко,"20 мая, 08:00"
"Кемаль Ататюрк: отец современной Турции, оправдывавший этнические чистки",https://ukraina.ru/20250519/kemal-atatyurk-otets-sovremennoy-turtsii-opravdyvavshiy-etnicheskie-chistki-1063230515.html,Олег Хавич,"19 мая, 16:00"
Фотоальбом Победы: советские войска форсируют Днепр,https://ukraina.ru/20250519/fotoalbom-pobedy-sovetskie-voyska-forsiruyut-dnepr-1063234125.html,Сергей Зуев,"19 мая, 12:56"
Закарпатье: сталинский подарок Украине,https://ukraina.ru/20250519/1047630115.html,Олег Хавич,"19 мая, 08:36"
Иван Паскевич: первый после Суворова,https://ukraina.ru/20250519/1022531517.html,Александр Васильев,"19 мая, 08:00"
Дедушка Новороссии. Бурхард Кристоф фон Миних и Украинская линия,https://ukraina.ru/20250518/1023624900.html,Игорь  Иваненко,"18 мая, 16:00"
"""Вокруг Булгакова"". Булгаков Фест 2025: субъективные впечатления",https://ukraina.ru/20250518/vokrug-bulgakova-bulgakov-fest-2025-subektivnye-vpechatleniya-1063217740.html,Василий  Стоякин,"18 мая, 12:00"
Как СССР с Польшей евреями менялся: послевоенная политика обмена населением,https://ukraina.ru/20250518/1034298291.html,Олег Измайлов,"18 мая, 08:02"
"""Русский танк"", который не был танком: 110 лет ""Вездеходу"" Пороховщикова",https://ukraina.ru/20250518/1046197087.html,Василий  Стоякин,"18 мая, 08:00"
Жёлты воды: первая победа Богдана Хмельницкого,https://ukraina.ru/20250517/1023584796.html,Александр  Александров,"17 мая, 16:04"
Катастрофа под Харьковом. Почему после разгрома под Москвой гитлеровцы дошли до Волги и Кавказа,https://ukraina.ru/20250517/1031389129.html,Дмитрий Заборин,"17 мая, 08:00"
"Николай Костомаров: русский историк, так и не ставший ""справжнім українцем""",https://ukraina.ru/20250516/1027711167.html,Дмитрий Губин,"16 мая, 16:00"
"""Политика свершившихся фактов"": как Сталин провёл советско-польскую границу",https://ukraina.ru/20250516/1048677616.html,Олег Хавич,"16 мая, 08:26"
"""...и компот не льётся в рот"": 40 лет последней антиалкогольной кампании",https://ukraina.ru/20250516/1046039984.html,Василий  Стоякин,"16 мая, 08:00"
Харьков и Одесса в судьбе нобелевского лауреата. К 180-летию Ильи Мечникова,https://ukraina.ru/20250515/1027686043.html,Дмитрий Губин,"15 мая, 20:44"
Война после 9 мая: Пражская наступательная операция,https://ukraina.ru/20250515/1033929203.html,Алексей  Стаценко,"15 мая, 08:04"
"""Техасская народная республика"": как Мексика стала ""жертвой гибридной агрессии"" со стороны США",https://ukraina.ru/20250515/tekhasskaya-narodnaya-respublika-kak-meksika-stala-zhertvoy-gibridnoy-agressii-so-storony-ssha--1063130747.html,Олег Хавич,"15 мая, 08:00"
"Третий эшелон и повозка со снарядами. История войны, которую мне не рассказывали",https://ukraina.ru/20250514/tretiy-eshelon-i-povozka-so-snaryadami-istoriya-voyny-kotoruyu-mne-ne-rasskazyvali-1063119309.html,Андрей Киор,"14 мая, 14:58"
Наш ответ американскому империализму: 70 лет Организации Варшавского договора,https://ukraina.ru/20250514/1056200364.html,Олег Хавич,"14 мая, 11:41"
Нюрнбергский процесс: плод компромисса,https://ukraina.ru/20250514/1025717565.html,Василий  Стоякин,"14 мая, 08:22"
Незаметный хозяйственник: 120 лет со дня рождения Николая Тихонова,https://ukraina.ru/20250514/1031355958.html,Евгений  Антонюк,"14 мая, 08:01"
Главный вуз Новороссии: 160 лет Одесскому университету,https://ukraina.ru/20250513/1023548534.html,Алексей  Топоров,"13 мая, 16:00"
"""План Моргентау"": попытка не допустить возрождения немецкого реваншизма",https://ukraina.ru/20250513/plan-morgentau-popytka-ne-dopustit-vozrozhdeniya-nemetskogo-revanshizma-1062695706.html,Олег Хавич,"13 мая, 08:19"
"""Юзефу от друга Адольфа"": 90 лет со дня смерти лучшего союзника Гитлера Юзефа Пилсудского",https://ukraina.ru/20250512/1046135966.html,Олег Хавич,"12 мая, 16:03"
"Война после 9 мая: операция ""Немыслимое""",https://ukraina.ru/20250512/1046010023.html,Василий  Стоякин,"12 мая, 08:28"
"""Красный Мюрат"" Борис Думенко. Как Будённый себе чужие заслуги приписал",https://ukraina.ru/20250512/krasnyy-myurat-boris-dumenko-kak-budnnyy-sebe-chuzhie-zaslugi-pripisal-1063047654.html,Алексей  Стаценко,"12 мая, 08:00"
Неоднозначный маршал Кирилл Москаленко,https://ukraina.ru/20250511/1033943069.html,Алексей  Стаценко,"11 мая, 16:00"
«Вокруг Булгакова». Сталин как гений манипуляции,https://ukraina.ru/20250511/1027534110.html,Василий  Стоякин,"11 мая, 12:16"
Борьба России с Турцией за Нижний Дунай 1770 года: отступить чтобы победить,https://ukraina.ru/20250511/1046066926.html,Игорь  Иваненко,"11 мая, 08:01"
Ленд-лиз: только факты,https://ukraina.ru/20250511/1012991229.html,Евгений Спицын,"11 мая, 08:00"
"Иван Малкович: детский поэт из Киева, ставший борцом с русской культурой",https://ukraina.ru/20250510/ivan-malkovich-detskiy-poet-iz-kieva-stavshiy-bortsom-s-russkoy-kulturoy-1063031045.html,Олег Хавич,"10 мая, 16:00"
"""Крысиные тропы"": как нацистские преступники пробирались в Америку",https://ukraina.ru/20250510/krysinye-tropy-kak-natsistskie-prestupniki-probiralis-v-ameriku-1063009757.html,Олег Хавич,"10 мая, 08:03"
Как Бессарабия стала колыбелью георгиевской ленты,https://ukraina.ru/20250509/kak-bessarabiya-stala-kolybelyu-georgievskoy-lenty--1063022373.html,Игорь  Иваненко,"9 мая, 16:00"
"""Шёл солдат"" – дрожащий голос Константина Симонова",https://ukraina.ru/20250509/shl-soldat--drozhaschiy-golos-konstantina-simonova-1062960711.html,Алексей  Стаценко,"9 мая, 08:03"
"План Маркса, директива «Барбаросса» и Отечественная как гражданская",https://ukraina.ru/20250509/1023546752.html,Ростислав Ищенко,"9 мая, 08:00"
Роль Второй Речи Посполитой в нашей Великой Победе,https://ukraina.ru/20250509/rol-vtoroy-rechi-pospolitoy-v-nashey-velikoy-pobede-1063020771.html,Ростислав Ищенко,"9 мая, 06:03"
"""Нам нужно победить, а не погибнуть"": серб, воевавший с немцами за свою землю, свою деревню и своих людей",https://ukraina.ru/20250508/serb-kotoryy-ne-khotel-strelyat-v-katolicheskiy-khram-1063017519.html,Татьяна Стоянович,"8 мая, 22:57"
"Информационная война Третьего Рейха: страх, ненависть и слепая вера в победу",https://ukraina.ru/20250508/1033463319.html,Александр Чаусов,"8 мая, 08:20"
"""И назван мой город героем"". 70 лет золотым звёздам Одессы и Киева",https://ukraina.ru/20250508/1045916400.html,Дмитрий Заборин,"8 мая, 08:00"
Четверть века Путина,https://ukraina.ru/20250507/chetvert-veka-putina-1062995328.html,Василий  Стоякин,"7 мая, 17:18"
"Прага 1945: немцы, чехи, власовцы и Красная армия",https://ukraina.ru/20250507/1045826078.html,Алексей  Стаценко,"7 мая, 08:27"
"Киев, 1920 год: оккупация, которую не заметили",https://ukraina.ru/20250507/1045915866.html,Евгений  Антонюк,"7 мая, 08:03"
Самоубийства нацистских лидеров: от Гитлера до Геринга,https://ukraina.ru/20250506/samoubiystva-natsistskikh-liderov-ot-gitlera-do-geringa-1062889194.html,Олег Хавич,"6 мая, 08:32"
"Юрий Липа: теоретик ""украинской расы""",https://ukraina.ru/20250506/1027609569.html,Алексей  Стаценко,"6 мая, 08:00"
"Воевода Киевский Адам Кисель: ""удовлетворение русского народа без затруднения дел Речи Посполитой""",https://ukraina.ru/20250505/voevoda-kievskiy-adam-kisel-udovletvorenie-russkogo-naroda-bez-zatrudneniya-del-rechi-pospolitoy--1062936477.html,Игорь  Иваненко,"5 мая, 16:00"
"""И на груди его светилась…"" – градация боевых наград в глазах фронтовиков и их современников",https://ukraina.ru/20250505/i-na-grudi-ego-svetilas--gradatsiya-boevykh-nagrad-v-glazakh-frontovikov-i-ikh-sovremennikov-1062896778.html,Алексей  Стаценко,"5 мая, 08:55"
"""Что бы ни произошло, мы это переживём!"" Николай Яковченко – яркий комик с печальной судьбой.",https://ukraina.ru/20250504/chto-by-ni-proizoshlo-my-eto-perezhivm-nikolay-yakovchenko--yarkiy-komik-s-pechalnoy-sudboy-1062909848.html,Алексей  Стаценко,"4 мая, 16:01"
"""Вокруг Булгакова"": провидческий сон Маргариты",https://ukraina.ru/20250504/vokrug-bulgakova-providcheskiy-son-margarity-1062569274.html,Василий  Стоякин,"4 мая, 12:00"
Фотоальбом Победы: Колонна немецких пленных в освобожденном Кёнигсберге,https://ukraina.ru/20250504/1062361602.html,Сергей Зуев,"4 мая, 09:52"
Опередить русских: как США и Великобритания точили зубы на Берлин,https://ukraina.ru/20250504/operedit-russkikh-kak-ssha-i-velikobritaniya-tochili-zuby-na-berlin-1062895215.html,Олег Хавич,"4 мая, 08:30"
"Лето 1941-го: ""рубикон"" Антонеску и молдавская дивизия РККА на защите Одессы",https://ukraina.ru/20250504/leto-1941-go-rubikon-antonesku-i-moldavskaya-diviziya-rkka-na-zaschite-odessy-1062904300.html,Игорь  Иваненко,"4 мая, 08:00"
"Немец Фриц, ставший Героем Советского Союза. А русские звали его Иваном Ивановичем",https://ukraina.ru/20250504/1047131589.html,Владимир Скачко,"4 мая, 06:50"
"""Таинственный остров"": Жюль Верн в предвоенном Киеве и Одессе",https://ukraina.ru/20250503/tainstvennyy-ostrov-zhyul-vern-v-predvoennom-kieve-i-odesse-1062900083.html,Алексей  Стаценко,"3 мая, 16:00"
Знамя Победы,https://ukraina.ru/20250503/1045736817.html,Василий  Стоякин,"3 мая, 08:05"
"Фильм ""Щорс"": памятник легендарному комдиву, который бандерлогам не снести",https://ukraina.ru/20250502/film-schors-pamyatnik-legendarnomu-komdivu-kotoryy-banderlogam-ne-snesti-1062898635.html,Алексей  Стаценко,"2 мая, 16:00"
Штурм Берлина – возмездие или освобождение?,https://ukraina.ru/20250502/shturm-berlina--vozmezdie-ili-osvobozhdenie-1062567405.html,Алексей  Стаценко,"2 мая, 08:03"
Гвардии рядовой Сереженька навеки в строю,https://ukraina.ru/20250501/1043123627.html,Владимир Скачко,"1 мая, 15:03"
"Жозеф Котин: ""композитор"" танковой брони",https://ukraina.ru/20250501/1044250531.html,Алексей  Стаценко,"1 мая, 08:02"
"Как ""нейтральные"" страны Европы помогали Гитлеру",https://ukraina.ru/20250430/kak-neytralnye-strany-evropy-pomogali-gitleru-1062857915.html,Олег Хавич,"30 апреля, 16:00"
"""В бой идут одни ""старики"" – воплощённая мечта Леонида Быкова",https://ukraina.ru/20250430/1048645577.html,Алексей  Стаценко,"30 апреля, 08:32"
Украинская республиканская партия: (воз)рождение украинской многопартийности,https://ukraina.ru/20250430/1045800704.html,Василий  Стоякин,"30 апреля, 08:00"
Фотоальбом Победы: последний штурм Севастополя советскими бойцами,https://ukraina.ru/20250430/fotoalbom-pobedy-posledniy-shturm-sevastopolya-sovetskimi-boytsami-1062472533.html,Сергей Зуев,"30 апреля, 07:28"
"Князь Андрей Курбский: перебежчик, так и не ставший ""своим"" в анти-России XVI века",https://ukraina.ru/20250429/1054817607.html,Игорь  Иваненко,"29 апреля, 16:01"
"Операция ""Восход солнца"": как американцы вели сепаратные переговоры с гитлеровцами",https://ukraina.ru/20250429/operatsiya-voskhod-solntsa-kak-amerikantsy-veli-separatnye-peregovory-s-gitlerovtsami-1062545417.html,Олег Хавич,"29 апреля, 08:34"
Павел Скоропадский: гетман из цирка,https://ukraina.ru/20250429/1045689047.html,Евгений  Антонюк,"29 апреля, 08:29"
"""Действуй по обстановке"": как Одесская киностудия в Калининграде концлагерь освобождала",https://ukraina.ru/20250428/deystvuy-po-obstanovke-kak-odesskaya-kinostudiya-v-kaliningrade-kontslager-osvobozhdala-1062805111.html,Алексей  Стаценко,"28 апреля, 16:00"
О крыльях бабочки,https://ukraina.ru/20250428/o-krylyakh-babochki-1062799201.html,Ростислав Ищенко,"28 апреля, 14:03"
Молдавофил Александр I. Как в Российской империи создавались предпосылки молдавского государства,https://ukraina.ru/20250428/moldavofil-aleksandr-i-kak-v-rossiyskoy-imperii-sozdavalis-predposylki-moldavskogo-gosudarstva-1062785771.html,Игорь  Иваненко,"28 апреля, 08:00"
"""Волны Чёрного моря"": неудачная экранизация литературного шедевра",https://ukraina.ru/20250427/volny-chrnogo-morya-neudachnaya-ekranizatsiya-literaturnogo-shedevra-1062783851.html,Алексей  Стаценко,"27 апреля, 16:00"
"""Вокруг Булгакова"": 90 лет явлению сатаны в американском посольстве",https://ukraina.ru/20250427/1055774131.html,Василий  Стоякин,"27 апреля, 12:01"
Последний бой Великой Отечественной: как украинские партизаны в Чехии с эсэсовцами воевали,https://ukraina.ru/20250427/1027676661.html,Алексей  Стаценко,"27 апреля, 08:04"
Лысогорский форт: уникальный военный объект в самом мистическом месте Киева,https://ukraina.ru/20250427/1027552805.html,Алексей  Стаценко,"27 апреля, 08:00"
Виктор Чебриков: последний уроженец Украины во главе КГБ,https://ukraina.ru/20250426/1031751657.html,Евгений  Антонюк,"26 апреля, 17:09"
Никита Карацупа: самый знаменитый пограничник,https://ukraina.ru/20250426/1027527227.html,Алексей  Стаценко,"26 апреля, 07:47"
"Кому присягала дивизия СС ""Галичина""?",https://ukraina.ru/20250425/komu-prisyagala-diviziya-ss-galichina-1062724902.html,Олег Хавич,"25 апреля, 16:00"
Штурм Рейхстага и украинские солдаты Белорусского фронта,https://ukraina.ru/20250425/1045740105.html,Алексей  Стаценко,"25 апреля, 09:32"
Похищение по-украински: Абрам Добрый и конец Центральной Рады,https://ukraina.ru/20250425/1023412206.html,Сергей  Миркин,"25 апреля, 08:00"
"""Люди понимают, спрос растет"": в Союзе писателей представили новые книги о войне",https://ukraina.ru/20250424/lyudi-ponimayut-spros-rastet-v-soyuze-pisateley-predstavili-novye-knigi-o-voyne-1062738185.html,Анна Черкасова,"24 апреля, 17:29"
Историческая мифология: Валерий Бебик – создатель альтернативной истории Украины,https://ukraina.ru/20250424/istoricheskiy-mif-valeriy-bebik--sozdatel-alternativnoy-istorii-ukrainy--1062656572.html,Василий  Стоякин,"24 апреля, 15:59"
«Вижу Рейхстаг!» Как Днепровская флотилия штурмовала Берлин,https://ukraina.ru/20250424/1033929010.html,Алексей  Стаценко,"24 апреля, 08:04"
"Борис Годунов: проблема ""транзита власти""",https://ukraina.ru/20250423/1045151368.html,Василий  Стоякин,"23 апреля, 15:59"
"Смерть для испуга. Как в Ленине ""непреклонного большевика"" усиливали",https://ukraina.ru/20250423/smert-dlya-ispuga-kak-v-lenine-nepreklonnogo-bolshevika-usilivali-1062691353.html,Владимир Скачко,"23 апреля, 07:47"
Гонка к Берлину: Жуков или Конев?,https://ukraina.ru/20250423/gonka-k-berlinu-zhukov-ili-konev-1062606624.html,Алексей  Стаценко,"23 апреля, 07:46"
Гетман Вадим: создатель финансовой системы Украины,https://ukraina.ru/20250422/1023380650.html,Василий  Стоякин,"22 апреля, 16:00"
Восточно-Померанская операция – заключительный аккорд перед Берлином,https://ukraina.ru/20250422/1062295489.html,Алексей  Стаценко,"22 апреля, 08:04"
"Артамон Матвеев: 400 лет со дня рождения первого ""министра по делам Малороссии""",https://ukraina.ru/20250422/1054670363.html,Игорь  Иваненко,"22 апреля, 08:01"
"Мифы и легенды карпатских ""криївок""*: бой под Гурбами",https://ukraina.ru/20250421/1045469235.html,Алексей  Стаценко,"21 апреля, 16:03"
Могла ли Красная армия освободить Освенцим раньше?,https://ukraina.ru/20250421/1026464952.html,Василий  Стоякин,"21 апреля, 08:05"
Пакт Петлюры-Пилсудского: евроинтеграция за сто с лишним лет до Зеленского,https://ukraina.ru/20250421/1045477411.html,Олег Хавич,"21 апреля, 08:01"
Виктор Суворов и гадящая англичанка,https://ukraina.ru/20250420/1047415756.html,Василий  Стоякин,"20 апреля, 16:00"
Кёнигсберг – генеральная репетиция перед Берлином,https://ukraina.ru/20250420/1062342623.html,Алексей  Стаценко,"20 апреля, 07:53"
Украина в границах 1187 года,https://ukraina.ru/20250419/1023348547.html,Александр Васильев,"19 апреля, 17:40"
Берлинская наступательная – 80 лет началу возмездия,https://ukraina.ru/20250419/berlinskaya-nastupatelnaya--80-let-nachalu-vozmezdiya-1062552174.html,Алексей  Стаценко,"19 апреля, 08:14"
