title,link,author,date_str
Тайная история «Дней Турбиных». Как Сталин стал крёстным отцом драматурга Булгакова,https://ukraina.ru/20200202/1026506449.html,,"2 февраля 2020, 08:29"
Жуть африканская. Что поедал беспощадный хозяин виллы Ахметова на Лазурном берегу,https://ukraina.ru/20200202/1026506178.html,,"2 февраля 2020, 08:10"
Дым без огня. Встречался ли Сталин с Гитлером во Львове: анализ документов,https://ukraina.ru/20200202/1026517657.html,,"2 февраля 2020, 08:02"
Дуда не хочет ехать в Смоленск на 10-летие гибели Качинского,https://ukraina.ru/20200201/1026543159.html,,"1 февраля 2020, 16:03"
"Погребинский объяснил, почему Зеленский «исчез» для него и для части украинцев",https://ukraina.ru/20200201/1026542877.html,,"1 февраля 2020, 14:35"
«Украинская неправда». Выпуск №2,https://ukraina.ru/20200201/1026528594.html,,"1 февраля 2020, 08:20"
«Болдинская осень» Антона Чехова пришлась на живописную балку в Донбассе,https://ukraina.ru/20200201/1026518727.html,,"1 февраля 2020, 08:00"
Исторический миф: как москали-мокшане у украинцев русское имя украли,https://ukraina.ru/20200201/1026505358.html,,"1 февраля 2020, 01:00"
День в истории. 31 января во Львове застрелился начальник штаба УПА*,https://ukraina.ru/20200131/1026512102.html,,"31 января 2020, 01:01"
В Белоруссии всерьез считают войну 1812 года гражданской — эксперт,https://ukraina.ru/20200130/1026521441.html,,"30 января 2020, 18:30"
Быков: Погибшие под Крутами стали жертвами пропаганды тогдашних политтехнологов,https://ukraina.ru/20200130/1026513297.html,,"30 января 2020, 16:22"
Аннексия Бессарабии. Как Румыния прибрала к рукам российскую губернию,https://ukraina.ru/20200130/1026499536.html,,"30 января 2020, 15:00"
"«Не говорили о бандеровцах». Кочетков о том, почему РФ проигрывает информационную войну",https://ukraina.ru/20200129/1026507438.html,,"29 января 2020, 20:10"
Лживые исторические трактовки и реальные политические последствия. Что обсуждают соцсети 29 января,https://ukraina.ru/20200129/1026503855.html,,"29 января 2020, 17:50"
"Кочетков объяснил, что было бы, если бы Россия не дала отпор Польше в вопросе войны",https://ukraina.ru/20200129/1026506592.html,,"29 января 2020, 17:15"
Витовт и его «Ostpolitik». Как литовский князь завоевывал друзей и оказывал влияние на «Диком Востоке»,https://ukraina.ru/20200129/1026433014.html,,"29 января 2020, 17:00"
Небесная сотня героев Крут,https://ukraina.ru/20200129/1026504158.html,,"29 января 2020, 15:58"
"«Я передал то, что пишет пресса»: Кравчук рассказал, откуда знает про «встречу» Сталина и Гитлера",https://ukraina.ru/20200129/1026504455.html,,"29 января 2020, 15:31"
Львовская дивизия Украинского фронта. Ликбез для президента Зеленского,https://ukraina.ru/20200129/1026496867.html,,"29 января 2020, 13:00"
Корнилов рассказал о современных манипуляциях с историей Второй мировой войны,https://ukraina.ru/20200129/1026499164.html,,"29 января 2020, 11:48"
Долинский: Торжественные похороны нациста в Ивано-Франковске – дикое надругательство над памятью убитых,https://ukraina.ru/20200129/1026498619.html,,"29 января 2020, 11:17"
"Посольство США в Дании объяснило свое сообщение о том, что Освенцим освободили американцы",https://ukraina.ru/20200129/1026498244.html,,"29 января 2020, 11:04"
"Скубченко заметил, что Зеленский стал полностью копировать Порошенко",https://ukraina.ru/20200129/1026498039.html,,"29 января 2020, 10:54"
Корнилов удивился фантазийной памяти посольства США в Дании,https://ukraina.ru/20200129/1026496784.html,,"29 января 2020, 09:42"
"«Коммунистический Христос». Как в Киеве закалялись Алов, Наумов и Лановой",https://ukraina.ru/20200129/1026490424.html,,"29 января 2020, 01:00"
"Где проходят границы Украины? И какое отношение к этому имеют Екатерина II, Ленин и Сталин",https://ukraina.ru/20200128/1026491814.html,,"28 января 2020, 17:54"
Можно ли сохранить идентичность без элиты. Как жилось православным в Речи Посполитой,https://ukraina.ru/20200128/1026474510.html,,"28 января 2020, 15:15"
«Вам перед дедом не стыдно?»: Поклонская назвала «уроком русофобии» слова Зеленского о вине СССР в ВОВ,https://ukraina.ru/20200128/1026481599.html,,"28 января 2020, 10:54"
"День в истории. 28 января в Одессе родился знаменитый советский писатель, который сражался за Новороссию",https://ukraina.ru/20200128/1026473232.html,,"28 января 2020, 01:01"
"Через Краков на Освенцим. О мыле, абажурах и благодарности",https://ukraina.ru/20200127/1026470146.html,,"27 января 2020, 17:00"
День в истории. 27 января: 75 лет назад освобождён нацистский лагерь смерти в польском Освенциме,https://ukraina.ru/20200127/1026454003.html,,"27 января 2020, 01:01"
Томное благоухание черепашьего супа. «Литературная кулинария» в гостях у Ростовых,https://ukraina.ru/20200126/1026455164.html,,"26 января 2020, 14:10"
"Мутная и поучительная история вербовки киевского югослава, отвергнувшего Тито",https://ukraina.ru/20200126/1026449055.html,,"26 января 2020, 14:05"
Призраки Сети. Радости и кладбища цифрового пространства,https://ukraina.ru/20200126/1026399278.html,,"26 января 2020, 08:10"
День в истории. 26 января: подписан «пакт Пилсудского-Гитлера»,https://ukraina.ru/20200126/1026453800.html,,"26 января 2020, 01:00"
От Керчи до Одессы и дальше. Что ели пиндосы на берегах Черного моря,https://ukraina.ru/20200125/1026421604.html,,"25 января 2020, 18:10"
"Запад хочет стравить РФ и Польшу, чтобы обелить украинских нацистов – польский эксперт",https://ukraina.ru/20200125/1026446163.html,,"25 января 2020, 07:20"
Бои за историю. Украинские националисты и Холокост,https://ukraina.ru/20200124/1026453576.html,,"24 января 2020, 16:20"
Страсти вокруг Бандеры. Старая публикация в меньшевистском журнале взбудоражила общество,https://ukraina.ru/20200124/1026450002.html,,"24 января 2020, 13:26"
"Азаров: Это все, что нужно знать о так называемом «национальном герое» Бандере",https://ukraina.ru/20200124/1026446736.html,,"24 января 2020, 11:28"
Корнилов: Сенсация с «рассекреченным документом ЦРУ о Бандере» высосана из пальца,https://ukraina.ru/20200124/1026446319.html,,"24 января 2020, 11:17"
«Сколько раз на Украине нагло отрицали очевидное»: Захарова о публикации документов ЦРУ о Бандере,https://ukraina.ru/20200124/1026444111.html,,"24 января 2020, 09:31"
«Профессиональный агент Гитлера». ЦРУ опубликовало документы о деятельности Бандеры,https://ukraina.ru/20200124/1026443939.html,,"24 января 2020, 09:26"
Преступления без срока давности. Как украинские националисты планировали массовые убийства,https://ukraina.ru/20200124/1026441677.html,,"24 января 2020, 08:15"
"Авигдор Эскин рассказал, как Израиль наказал Польшу за фальсификацию истории",https://ukraina.ru/20200124/1026433782.html,,"24 января 2020, 07:00"
День в истории 24 января: умер самый скандальный политик Российской империи,https://ukraina.ru/20200124/1026441895.html,,"24 января 2020, 01:00"
"«Сами были антисемитами». Яков Кедми объяснил, почему Запад не стал освобождать Освенцим",https://ukraina.ru/20200123/1026441223.html,,"23 января 2020, 20:00"
"«Странно, что не реагировал раньше» — польский эксперт о Путине в вопросе войны",https://ukraina.ru/20200123/1026441449.html,,"23 января 2020, 18:10"
Бондаренко: «Украинцы переусердствовали в желании понравиться нацистской Германии» — видео,https://ukraina.ru/20200123/1026440529.html,,"23 января 2020, 17:19"
Шаг навстречу. Прорывной визит Путина в Израиль,https://ukraina.ru/20200123/1026432838.html,,"23 января 2020, 16:50"
«Отдали в руки украинским нацистам» — историк Дюков о неизвестном ранее эпизоде Холокоста,https://ukraina.ru/20200123/1026435488.html,,"23 января 2020, 15:20"
"Украинские нацисты планировали уничтожать евреев еще раньше, чем Гитлер – историк Дюков",https://ukraina.ru/20200123/1026434804.html,,"23 января 2020, 15:02"
"«Глобус Украины». Карты, интриги и провал на Парижской мирной конференции",https://ukraina.ru/20200123/1026429521.html,,"23 января 2020, 15:00"
"«Не русское и не еврейское». Израильский эксперт Эскин о том, почему не любит слово «Холокост»",https://ukraina.ru/20200123/1026433429.html,,"23 января 2020, 14:13"
"Кость Бондаренко объяснил, зачем на самом деле украинские националисты убивали евреев",https://ukraina.ru/20200123/1026432379.html,,"23 января 2020, 14:00"
Путин: Холокост — это общая трагедия России и Израиля,https://ukraina.ru/20200123/1026432266.html,,"23 января 2020, 13:30"
"«Мы с вами до конца» — сенатор Джабаров о том, что в Израиле думают о России и о войне",https://ukraina.ru/20200123/1026431729.html,,"23 января 2020, 13:13"
Пресс-конференция «Фактор Холокоста в современной украинской политике». Трансляция,https://ukraina.ru/20200123/1026430754.html,,"23 января 2020, 12:46"
Нелегальная АЗС появилась на месте концлагеря и массовых расстрелов в Николаеве,https://ukraina.ru/20200123/1026429622.html,,"23 января 2020, 12:15"
Человек с Майдана,https://ukraina.ru/20200123/1026424025.html,,"23 января 2020, 08:03"
«Распространял антиукраинские пасквили». За что в 1941 г. был репрессирован первый Заслуженный артист Украины,https://ukraina.ru/20200123/1026414678.html,,"23 января 2020, 01:00"
Пока не дошло до санкций. Фестиваль польско-российской ненависти надо остановить,https://ukraina.ru/20200122/1026416296.html,,"22 января 2020, 15:18"
От Калиты до Петра. Заметки о технологии формирования Российского централизованного государства,https://ukraina.ru/20200122/1026227725.html,,"22 января 2020, 15:00"
Джонсон получил приглашение на Парад Победы в Москве,https://ukraina.ru/20200122/1026415204.html,,"22 января 2020, 13:32"
Польша — жертва советской оккупации? Как это было на самом деле,https://ukraina.ru/20200122/1026407012.html,,"22 января 2020, 07:58"
Когда панов попросили вон: как проходило польское восстание 1863 года на Правобережье,https://ukraina.ru/20200122/1026383075.html,,"22 января 2020, 01:00"
"«Как в Секторе Газа». Сатановский о том, как открыть глаза Западу на роль СССР в войне",https://ukraina.ru/20200121/1026405684.html,,"21 января 2020, 18:45"
"Странная история. Акунин о Новороссии, Южном обществе декабристов и «польском вопросе»",https://ukraina.ru/20200121/1026398486.html,,"21 января 2020, 15:02"
«Страна еврейских погромов». Почему на Западе формируется юдофобский имидж Украины,https://ukraina.ru/20200121/1026389430.html,,"21 января 2020, 07:40"
Семен Палий — герой «Второй Хмельниччины»,https://ukraina.ru/20200121/1026385591.html,,"21 января 2020, 07:39"
"Польский историк описал, что было бы, если бы СССР ушел из Польши в 1945 году",https://ukraina.ru/20200121/1026380182.html,,"21 января 2020, 07:10"
"Антисемитизм. Польский эксперт об ударе, который Путин нанес в самое слабое место Польши",https://ukraina.ru/20200120/1026389015.html,,"20 января 2020, 19:00"
"Разведчик Ботян рассказал, как поляки на самом деле относились к Красной армии в 1945 году",https://ukraina.ru/20200120/1026384084.html,,"20 января 2020, 14:24"
День в истории. 20 января: началась битва за Карпаты,https://ukraina.ru/20200120/1026382156.html,,"20 января 2020, 14:06"
"Гаспарян напомнил, кто первым вошел в освобожденную Варшаву в 1945 году",https://ukraina.ru/20200120/1026380654.html,,"20 января 2020, 12:40"
"Зеленский рассказал, что значит голодомор для Украины",https://ukraina.ru/20200120/1026377230.html,,"20 января 2020, 09:13"
Почему в Израиле отказались признать «украинского Моисея» Праведником народов мира,https://ukraina.ru/20200120/1026362074.html,,"20 января 2020, 01:01"
"Если СССР оккупировал Польшу, то как назвать американские войска? – польский эксперт",https://ukraina.ru/20200119/1026376081.html,,"19 января 2020, 19:35"
"Польский эксперт рассказал, что простые поляки думают об освобождении Варшавы Красной армией",https://ukraina.ru/20200119/1026375699.html,,"19 января 2020, 17:10"
"«Там все полетело вверх». Разведчик Ботян рассказал, как советские партизаны спасли Краков",https://ukraina.ru/20200119/1026374535.html,,"19 января 2020, 12:39"
"Дар польской королевы из Милана. Что ели киевские кадеты Духонин, Дроздовский и их товарищ «красный граф»",https://ukraina.ru/20200119/1026362736.html,,"19 января 2020, 09:15"
Ребенка Муссолини засекли в Донбассе,https://ukraina.ru/20200119/1026341443.html,,"19 января 2020, 06:10"
Почему Сталин «не помог» Варшавскому восстанию,https://ukraina.ru/20200119/1026362576.html,,"19 января 2020, 01:00"
"Председатель КГБ, спасший Хрущёва",https://ukraina.ru/20200118/1026365924.html,,"18 января 2020, 14:10"
Не зовите войну,https://ukraina.ru/20200118/1022385838.html,,"18 января 2020, 08:50"
Руслан Мармазов: Личное дело товарища Сталина вывезли в США,https://ukraina.ru/20200118/1026366754.html,,"18 января 2020, 05:45"
Срочно зовите Карла,https://ukraina.ru/20200117/1026368004.html,,"17 января 2020, 18:08"
Дробицкий яр. Трагедия еврейского гетто Харькова,https://ukraina.ru/20200117/1026346251.html,,"17 января 2020, 15:00"
Минобороны РФ рассекретило документы о зверствах фашистов в Польше и освобождении Варшавы,https://ukraina.ru/20200117/1026355558.html,,"17 января 2020, 10:44"
Как на самом деле относились к евреям в Польше накануне Второй мировой войны,https://ukraina.ru/20200116/1026344941.html,,"16 января 2020, 16:48"
Гимн Украины. От символа славянского единства к символу деградации,https://ukraina.ru/20200115/1026322311.html,,"15 января 2020, 15:00"
Штурм Каховки: Институт нацпамяти хочет разрушить памятники «Девушка в шинели» и «Легендарная тачанка»,https://ukraina.ru/20200114/1026313476.html,,"14 января 2020, 18:29"
Найденный в Крыму Котенок Таврик оказался неизвестным науке видом саблезубых,https://ukraina.ru/20200114/1026310127.html,,"14 января 2020, 16:01"
Любовь в Х.Л.А.М. Как вспыхнувшее в Киеве чувство обогатило русскую литературу,https://ukraina.ru/20200114/1026227196.html,,"14 января 2020, 15:00"
"Немецкий эксперт Рар пояснил, за что на самом деле Польша мечтает отомстить России",https://ukraina.ru/20200114/1026306286.html,,"14 января 2020, 13:28"
День в истории. 14 января: бандеровцами убит один из основателей ОУН*,https://ukraina.ru/20200114/1026295593.html,,"14 января 2020, 01:00"
"День в истории. 13 января родился харьковский профессор, преподававший химию Николаю II",https://ukraina.ru/20200113/1026294487.html,,"13 января 2020, 17:30"
Ржавеет и грозит упасть на людей. Николаев может потерять Шуховскую башню,https://ukraina.ru/20200113/1026293507.html,,"13 января 2020, 15:57"
"Правдивейший сказ о том, как татары на Москву ходили",https://ukraina.ru/20200113/1026285938.html,,"13 января 2020, 14:05"
София Потоцкая – человек и… парк. Невероятная история греческой куртизанки,https://ukraina.ru/20200112/1026203877.html,,"12 января 2020, 17:15"
«Славная дата»: Чубаров предложил отметить «450-летие сожжения Москвы»,https://ukraina.ru/20200112/1026280639.html,,"12 января 2020, 11:17"
День в истории. 12 января: в Житомире родился космический гений,https://ukraina.ru/20200112/1026274983.html,,"12 января 2020, 01:00"
Магическая поваренная книга: «Литературная кулинария» изучает «поттериану»,https://ukraina.ru/20200111/1026274134.html,,"11 января 2020, 07:21"
"Крым: Голод не тетка, голод — дядька в тельняшке",https://ukraina.ru/20200111/1026257215.html,,"11 января 2020, 06:50"
Рудяков: Зеленский должен решить — праздновать 75-летие Победы или идти по стопам Порошенко,https://ukraina.ru/20200110/1026268567.html,,"10 января 2020, 13:08"
День в истории. 10 января: родился первый президент Украины,https://ukraina.ru/20200110/1026255645.html,,"10 января 2020, 01:01"
"Власть новая, методы старые. Молдавия не пустила в прокат российский фильм о декабристах",https://ukraina.ru/20200109/1026262382.html,,"9 января 2020, 19:46"
Как в Черном море встретил старость британский «Ленин»,https://ukraina.ru/20200109/1026107280.html,,"9 января 2020, 13:30"
"Пора надежд, пора невзгод. 1920-й год на Украине",https://ukraina.ru/20200108/1026218724.html,,"8 января 2020, 01:00"
«Шевченковская» церковь: известнейший храм Рождества Христова на Украине,https://ukraina.ru/20200107/1026221197.html,,"7 января 2020, 06:31"
«Белая гвардия»: роман о Рождестве,https://ukraina.ru/20200106/1026224289.html,,"6 января 2020, 14:00"
Два по 150 в один Донецк: почему у столицы ДНР есть повод еще раз отпраздновать юбилей,https://ukraina.ru/20200106/1026105649.html,,"6 января 2020, 09:00"
Чудо спасения церкви комсомольцами Донбасса,https://ukraina.ru/20200106/1025962007.html,,"6 января 2020, 08:10"
Многоликая «Ночь перед Рождеством»: как казаки и не только Гоголя экранизировали,https://ukraina.ru/20200106/1025759476.html,,"6 января 2020, 08:00"
"Величайшая документальная лента в истории кино снималась в Киеве, Одессе и Донбассе",https://ukraina.ru/20200106/1026146390.html,,"6 января 2020, 01:31"
«Знак Орла»: националистический сериал времён социалистической Польши,https://ukraina.ru/20200105/1026073516.html,,"5 января 2020, 06:41"
Революция с цыганами и канканом: «Опасные гастроли» 40 лет спустя,https://ukraina.ru/20200105/1026146383.html,,"5 января 2020, 01:00"
"Рынок, который построил Сталин",https://ukraina.ru/20200104/1026153104.html,,"4 января 2020, 08:00"
Освобождение Белой Церкви. Как Ватутин перехитрил хитреца Манштейна,https://ukraina.ru/20200104/1026193489.html,,"4 января 2020, 01:01"
Правила хранения махновских кладов,https://ukraina.ru/20200103/1026136093.html,,"3 января 2020, 08:30"
«Учитывая мнение трудящихся…». Как Луганск дважды становился Ворошиловградом,https://ukraina.ru/20200102/1026159892.html,,"2 января 2020, 01:01"
"Ищенко рассказал, действительно ли Ленин заложил мину замедленного действия под СССР",https://ukraina.ru/20200101/1026232717.html,,"1 января 2020, 18:43"
"Астролог объяснила, почему Украина выбрала неудачную дату объявления независимости",https://ukraina.ru/20200101/1026232096.html,,"1 января 2020, 14:44"
Хитрая история рождения белорусской государственности,https://ukraina.ru/20200101/1026201313.html,,"1 января 2020, 08:50"
Четыре года побед. Как «Красная звезда» с Новым годом поздравляла,https://ukraina.ru/20200101/1026146376.html,,"1 января 2020, 01:01"
Что на самом деле Борис Ельцин сделал для Украины,https://ukraina.ru/20191231/1026220838.html,,"31 декабря 2019, 13:00"
Что означает Металлическая Крыса и кто еще придёт в 2020 году,https://ukraina.ru/20191231/1025813469.html,,"31 декабря 2019, 08:05"
Бандеровцы против «кровавого имперского Деда Мороза»,https://ukraina.ru/20191231/1025876247.html,,"31 декабря 2019, 08:03"
"Рар рассказал, чем закончится конфликт между РФ и Польшей в вопросе Второй мировой войны",https://ukraina.ru/20191231/1026220791.html,,"31 декабря 2019, 07:30"
Трудное освобождение и легкое беспамятство Житомира,https://ukraina.ru/20191231/1026159878.html,,"31 декабря 2019, 01:01"
«Свинья антисемитская». Еврейский вопрос и «план Мадагаскар» в межвоенной Польше,https://ukraina.ru/20191230/1026215495.html,,"30 декабря 2019, 13:00"
"Как встречать Новый год тем, кто наблюдает за звездами",https://ukraina.ru/20191230/1025933501.html,,"30 декабря 2019, 08:10"
Главная советская новогодняя сказка от Одесской киностудии,https://ukraina.ru/20191230/1026174590.html,,"30 декабря 2019, 01:01"
Образование СССР: как закладывали атомную бомбу,https://ukraina.ru/20191229/1026202154.html,,"29 декабря 2019, 15:00"
Самое украинское кушанье и верный способ найти суженого при помощи кота,https://ukraina.ru/20191229/1026172706.html,,"29 декабря 2019, 08:10"
Кулебяка или курник? Южнорусские пироги на столе «веселой царицы Елисавет»,https://ukraina.ru/20191229/1026198234.html,,"29 декабря 2019, 01:35"
«Абсолютная наглость»: Земан готов отменить визит в Москву из-за позиции по событиям 1968 года,https://ukraina.ru/20191228/1026204559.html,,"28 декабря 2019, 10:22"
«Советский солдат стоял и читал Вергилия». Литературное бытие Сигизмунда Кржижановского,https://ukraina.ru/20191228/1025507105.html,,"28 декабря 2019, 01:00"
"День в истории. 27 декабря: под Житомиром родился председатель КГБ, поставивший уникальный рекорд",https://ukraina.ru/20191227/1026193638.html,,"27 декабря 2019, 14:26"
"Афганистан, 25 декабря 1979 года",https://ukraina.ru/20191225/1026168920.html,,"25 декабря 2019, 15:48"
Александр Пахоменко: из самых странных героев Гражданской,https://ukraina.ru/20191224/1026148299.html,,"24 декабря 2019, 15:16"
Не снижая накала. При Зеленском продолжат декоммунизацию,https://ukraina.ru/20191224/1026143616.html,,"24 декабря 2019, 08:55"
Время вешать ярлыки: как крымский хан дарил польскому королю русские города,https://ukraina.ru/20191224/1026132980.html,,"24 декабря 2019, 01:01"
"День в истории. 23 декабря в Петербурге родился Небесный богатырь, придуманный киевлянином",https://ukraina.ru/20191223/1026122527.html,,"23 декабря 2019, 01:00"
«Литературная кулинария» в гостях у Пушкина,https://ukraina.ru/20191222/1026121791.html,,"22 декабря 2019, 08:50"
«Нечестивые сыроядцы». Что ели захватчики Киева,https://ukraina.ru/20191222/1026122087.html,,"22 декабря 2019, 08:31"
Последний защитник белого Киева,https://ukraina.ru/20191221/1025350130.html,,"21 декабря 2019, 15:00"
Как на самом деле Сталин относился к Украине,https://ukraina.ru/20191221/1026115652.html,,"21 декабря 2019, 11:00"
Уничтожен наводнением. Ученые обнаружили древнейший на планете ископаемый лес,https://ukraina.ru/20191221/1026128091.html,,"21 декабря 2019, 10:46"
От банкета к разгрому. Тайна тоста вождя и трагедии его сына,https://ukraina.ru/20191221/1025900217.html,,"21 декабря 2019, 04:55"
Донецкая бомба товарища Сталина,https://ukraina.ru/20191221/1026104378.html,,"21 декабря 2019, 01:15"
Слишком красив для Сталина,https://ukraina.ru/20191221/1025899040.html,,"21 декабря 2019, 01:10"
Сталин и Украина,https://ukraina.ru/20191221/1026029183.html,,"21 декабря 2019, 01:00"
"Сталин не запятнал себя контактами с Гитлером, в отличие от всех остальных — Путин",https://ukraina.ru/20191219/1026099466.html,,"19 декабря 2019, 14:06"
В Одессе на улице нашли старую пленку: распечатанные фотографии вызвали резонанс,https://ukraina.ru/20191219/1026098677.html,,"19 декабря 2019, 14:00"
«Вы придурки? Вас бы уже не было» — Путин о сдаче нацистам Ленинграда,https://ukraina.ru/20191219/1026098399.html,,"19 декабря 2019, 13:41"
День в истории. 19 декабря: родился самый красивый «молдаванин» Советского Союза,https://ukraina.ru/20191219/1026070568.html,,"19 декабря 2019, 01:00"
На Украине выпустили учебник с русским царем Николаем III,https://ukraina.ru/20191218/1026086426.html,,"18 декабря 2019, 18:19"
Бытие и смерть первопечатника Ивана Федорова,https://ukraina.ru/20191218/1026042216.html,,"18 декабря 2019, 16:05"
Как украинский колхозник купил боевой самолет,https://ukraina.ru/20191218/1026070554.html,,"18 декабря 2019, 11:23"
"Чума в Херсоне, или Как адмирал Ушаков свой первый орден заслужил",https://ukraina.ru/20191217/1026053721.html,,"17 декабря 2019, 15:00"
Парк советского периода обнаружен в Киеве — видео,https://ukraina.ru/20191216/1026052792.html,,"16 декабря 2019, 18:12"
Петербург против Ватикана. Конфликт русских властей с католическим духовенством на Правобережной Украине,https://ukraina.ru/20191215/1025947139.html,,"15 декабря 2019, 01:00"
Возвращение Белой Руси - как Россия сто пятьдесят лет творила Белоруссию,https://ukraina.ru/20191214/1026039272.html,,"14 декабря 2019, 15:34"
«Белая гвардия»: перекличка с классиками,https://ukraina.ru/20191214/1026022673.html,,"14 декабря 2019, 15:00"
Одна переправа и четыре штурма. Как освобождали Черкассы,https://ukraina.ru/20191214/1025952086.html,,"14 декабря 2019, 15:00"
Коробочка и Собакевич: дуэль на сковородках,https://ukraina.ru/20191214/1025999731.html,,"14 декабря 2019, 10:28"
День в истории. 13 декабря: на бумаге появилась боевая авиация Украины,https://ukraina.ru/20191213/1025952182.html,,"13 декабря 2019, 08:36"
День в истории 12 декабря. Родился лидер «настоящей» ОУН* и враг Бандеры,https://ukraina.ru/20191212/1025952227.html,,"12 декабря 2019, 01:01"
Рождение Харькова. Кто основал город и при чем тут легендарный атаман Сирко,https://ukraina.ru/20191211/1025928417.html,,"11 декабря 2019, 14:35"
День в истории. 10 декабря: между Харьковом и Белгородом родилась самая знаменитая русская художница,https://ukraina.ru/20191210/1025929142.html,,"10 декабря 2019, 01:00"
Польские паны и «еврейский заговор». Кто жил в городах Правобережной Украины в начале XIX в.,https://ukraina.ru/20191209/1025943882.html,,"9 декабря 2019, 01:00"
"""Литературная кухня"": загадочный шедевр Люсьена Оливье под названием ""русский салат""",https://ukraina.ru/20191208/1025917557.html,,"8 декабря 2019, 14:18"
Бывший депутат Рады обвинил Украину в неблагодарности за подарки от СССР,https://ukraina.ru/20191208/1025952494.html,,"8 декабря 2019, 09:39"
Дробович вместо Вятровича. Что будет с украинской национальной памятью,https://ukraina.ru/20191206/1025941425.html,,"6 декабря 2019, 14:00"
День в истории. 6 декабря: петлюровцы уходят в рейд по тылам белых и красных,https://ukraina.ru/20191206/1025937010.html,,"6 декабря 2019, 01:01"
100 лет Варшавскому договору: юбилей Великой Зрады Украины,https://ukraina.ru/20191205/1025929058.html,,"5 декабря 2019, 16:27"
День в истории. 5 декабря: в Виннице было забальзамировано тело лечащего врача Гарибальди и Бисмарка,https://ukraina.ru/20191205/1025900549.html,,"5 декабря 2019, 01:00"
Проблема интеграции: 85 лет включения Западной Украины в состав УССР,https://ukraina.ru/20191204/1025900292.html,,"4 декабря 2019, 01:00"
"День в истории. 2 декабря: Константинопольский патриарх назначает в Киев еще одного митрополита Всея Руси, который затем выбрал Москву",https://ukraina.ru/20191202/1025876296.html,,"2 декабря 2019, 01:00"
Киевские пираты Давида Черкасского. К годовщине премьеры мультфильма «Остров сокровищ»,https://ukraina.ru/20191201/1025866360.html,,"1 декабря 2019, 13:00"
«Козацьки стравы»: что ели казаки у Гоголя,https://ukraina.ru/20191201/1025867705.html,,"1 декабря 2019, 08:20"
День в истории. 1 декабря: бессарабские болгары Украины на референдуме высказались за создание автономии,https://ukraina.ru/20191201/1025862988.html,,"1 декабря 2019, 01:01"
«Паляница» для определения москалей: как попробовать украинский шибболет,https://ukraina.ru/20191130/1025856648.html,,"30 ноября 2019, 10:49"
"Шесть лет назад. Кто в Киеве в 2013-ом нажал спусковой крючок гражданской войны и кто такая ""третья сила""?",https://ukraina.ru/20191130/1025861107.html,,"30 ноября 2019, 09:13"
День в истории. 29 ноября: родился «вождь индейцев» гвардии капитан Доценко,https://ukraina.ru/20191129/1025849054.html,,"29 ноября 2019, 01:01"
"Ищенко рассказал, когда впервые случилось «газовое пограничное столкновение» РФ и Украины",https://ukraina.ru/20191128/1025845086.html,,"28 ноября 2019, 15:40"
Западный форпост русского православия. Что нужно знать украинским властям об истории Почаевской лавры,https://ukraina.ru/20191127/1025827519.html,,"27 ноября 2019, 16:30"
Одесситы отметят день рождения маршала Жукова возложением цветов на место снесенного памятника,https://ukraina.ru/20191127/1025820950.html,,"27 ноября 2019, 11:12"
